1162,140,1
3042,157,1
3647,416,1
1339,452,1
3480,719,1
3401,470,1
2814,97,1
906,1111,1
3759,1319,1
4111,140,1
386,505,1
5440,865,1
4273,630,1
1085,421,1
5781,774,1
3718,347,1
603,1243,1
3695,1175,1
4187,15,1
155,1166,1
2122,470,1
502,1198,1
4572,1176,1
100,807,1
3589,991,1
5839,725,1
4454,698,1
1384,431,1
2955,1042,1
2084,617,1
851,842,1
5636,499,1
5440,1258,1
3481,877,1
3177,573,1
1173,1175,1
1080,262,1
2181,1194,1
866,601,1
2681,390,1
1640,580,1
4124,1109,1
4356,510,1
1674,600,1
5263,156,1
1991,834,1
708,1300,1
5426,97,1
3802,340,1
4885,75,1
2727,366,1
5310,503,1
5708,236,1
4266,540,1
2464,573,1
4933,573,1
3318,417,1
2795,510,1
2359,725,1
1231,823,1
823,573,1
5388,943,1
1062,329,1
2046,294,1
1746,510,1
78,827,1
2985,847,1
3374,510,1
409,1122,1
4083,881,1
646,930,1
735,1259,1
3873,906,1
3458,795,1
2192,585,1
5816,373,1
3256,1258,1
510,1258,1
2749,1042,1
2433,31,1
5164,626,1
308,1243,1
429,115,1
4182,457,1
5508,1046,1
4659,1113,1
3774,1146,1
4391,632,1
4589,462,1
1803,503,1
2460,670,1
3707,520,1
4462,774,1
5348,1200,1
3892,336,1
4406,470,1
3014,73,1
2706,307,1
4568,1088,1
2933,1149,1
1325,632,1
4862,1270,1
2674,340,1
1867,348,1
2503,1180,1
3168,595,1
5447,1229,1
5096,340,1
5606,600,1
595,1280,1
3576,216,1
5139,1124,1
1399,176,1
4071,376,1
3454,295,1
4461,1019,1
5660,417,1
4614,985,1
2769,31,1
2809,249,1
5818,1290,1
3179,1277,1
1715,552,1
5762,956,1
2978,416,1
3826,883,1
2049,1196,1
4407,27,1
5412,503,1
80,115,1
4452,343,1
591,485,1
5794,216,1
1914,1146,1
28,821,1
3908,839,1
3666,1225,1
181,937,1
4145,1084,1
3822,1195,1
3297,489,1
4494,1235,1
3500,1257,1
817,53,1
89,697,1
5528,351,1
5013,1087,1
613,369,1
2863,936,1
105,416,1
5630,649,1
5318,592,1
4352,955,1
5542,481,1
1342,600,1
3177,1248,1
4267,298,1
5265,823,1
4434,879,1
5136,543,1
3780,1258,1
3647,1127,1
2416,772,1
1153,265,1
5138,1112,1
2640,864,1
137,638,1
4952,913,1
134,1282,1
3331,867,1
3741,540,1
2615,66,1
946,1257,1
3907,451,1
215,573,1
1326,1051,1
3867,153,1
3323,402,1
2779,842,1
1849,88,1
3501,785,1
3312,1029,1
2393,573,1
5133,1261,1
3589,202,1
4841,666,1
4041,1180,1
3824,1278,1
4794,1124,1
5142,1038,1
3729,857,1
2686,1123,1
3809,1327,1
3697,135,1
3635,1180,1
4008,1110,1
3438,881,1
3549,434,1
3649,927,1
3286,340,1
3441,1218,1
3666,1109,1
659,760,1
5463,1095,1
1876,1077,1
2199,1046,1
4393,740,1
5591,883,1
5129,827,1
2775,420,1
4884,87,1
3789,489,1
4420,665,1
4674,1194,1
4221,565,1
389,474,1
1163,1011,1
4538,1259,1
353,382,1
1620,57,1
2241,324,1
1989,1150,1
4159,534,1
2129,462,1
3097,1245,1
1288,987,1
1495,1166,1
34,1105,1
4682,319,1
1893,633,1
4853,140,1
252,961,1
497,882,1
5716,1066,1
4515,339,1
3328,595,1
4088,1205,1
43,824,1
4292,1029,1
2424,1011,1
464,538,1
5470,884,1
2044,135,1
902,231,1
2012,1149,1
3897,207,1
2117,336,1
3599,471,1
2591,1058,1
5133,608,1
2183,420,1
2883,1277,1
2715,1279,1
26,986,1
4119,998,1
1734,730,1
3103,420,1
713,1017,1
1732,1175,1
456,229,1
4049,1146,1
3970,1195,1
599,338,1
5098,375,1
2673,884,1
1473,1291,1
3337,895,1
963,960,1
3601,937,1
2851,555,1
2676,32,1
2419,660,1
1258,259,1
589,573,1
1046,937,1
1527,859,1
1947,1247,1
3201,307,1
5212,540,1
5351,134,1
5596,369,1
653,985,1
830,329,1
2275,1257,1
951,462,1
767,161,1
4210,507,1
453,429,1
5816,458,1
1095,133,1
2166,1191,1
2150,1280,1
3743,1286,1
4474,236,1
2023,906,1
1253,753,1
1015,1207,1
2916,1292,1
4183,319,1
4481,1024,1
1893,536,1
5321,376,1
1536,959,1
1530,540,1
231,328,1
578,906,1
2858,704,1
3040,245,1
1945,945,1
842,1177,1
1272,838,1
4923,360,1
3662,53,1
3991,1230,1
2676,633,1
2380,1227,1
3695,1024,1
1579,782,1
2623,927,1
5795,633,1
1847,360,1
919,1237,1
4284,129,1
1023,1038,1
4895,302,1
3856,141,1
4169,604,1
56,1085,1
3840,616,1
5490,1092,1
2902,612,1
5660,683,1
767,182,1
1084,462,1
1848,1027,1
5677,340,1
4312,489,1
4884,180,1
4601,1257,1
2717,1109,1
1162,1291,1
4269,626,1
2675,1159,1
2660,262,1
2503,1046,1
5228,1258,1
3958,632,1
2823,349,1
2381,540,1
2472,489,1
5630,644,1
4649,499,1
4008,135,1
3932,435,1
969,607,1
2156,744,1
4183,1292,1
3021,1016,1
4136,1008,1
4778,1215,1
4965,366,1
5808,1263,1
871,906,1
3481,43,1
3055,52,1
3678,969,1
3792,390,1
3754,1038,1
3782,998,1
63,593,1
5695,1221,1
778,292,1
5743,1146,1
1937,399,1
2269,633,1
5565,473,1
280,1016,1
3361,775,1
2710,1002,1
3294,608,1
151,489,1
520,377,1
5042,135,1
4656,633,1
1704,407,1
4806,1024,1
644,1024,1
1113,600,1
2095,1024,1
5288,128,1
2513,1167,1
5206,1149,1
911,961,1
3563,346,1
1561,615,1
4714,1329,1
5764,551,1
1019,1055,1
1445,663,1
4673,1075,1
991,421,1
5157,492,1
4598,1200,1
2673,1258,1
4660,805,1
1834,340,1
2987,927,1
3909,520,1
2187,382,1
94,1268,1
215,820,1
1358,1180,1
5192,540,1
1169,918,1
1002,1061,1
748,649,1
4,338,1
3970,1189,1
5320,1322,1
1433,1277,1
3998,1095,1
465,1024,1
1969,711,1
2257,1038,1
5284,340,1
5636,357,1
2407,413,1
2345,1247,1
4061,114,1
4117,110,1
247,617,1
4765,942,1
238,76,1
4094,234,1
5290,738,1
690,330,1
748,697,1
795,906,1
5744,510,1
1540,1216,1
3268,606,1
7,247,1
4044,950,1
5433,245,1
4989,1124,1
4116,936,1
1516,892,1
1057,154,1
2013,520,1
4414,409,1
34,336,1
248,1302,1
2984,1247,1
567,888,1
2411,637,1
2260,937,1
3284,229,1
1254,157,1
3364,649,1
4050,1153,1
1944,328,1
4202,1208,1
2637,462,1
1187,1163,1
4139,955,1
4493,510,1
1659,882,1
675,490,1
1043,600,1
920,1150,1
886,1292,1
5264,532,1
3837,653,1
2649,287,1
4688,966,1
2807,935,1
2367,61,1
1025,948,1
4466,1277,1
4975,1077,1
4673,1190,1
2556,903,1
505,1256,1
5312,1175,1
3008,321,1
2364,291,1
5313,540,1
3975,128,1
5284,594,1
357,324,1
1715,480,1
5226,895,1
2555,567,1
5479,328,1
121,1147,1
2154,1167,1
1703,1256,1
1103,429,1
4597,420,1
4383,1220,1
3764,340,1
363,883,1
4445,498,1
3197,866,1
3139,1106,1
2148,831,1
